 ASIGNATURA;TEMA O CONCEPTO;SOLO;BLOOM;TEMA_CLASIFICADO
DISEÑO Y PROGRAMACIÓN ORIENTADA A OBJETOS;Revisión Diagrama de Clases ;Multiestructural;Comprender;Otros
INGENIERÍA DE SOFTWARE;BPM;Abstracto Extendido;Evaluar;Programación VBA
INGENIERÍA DE SOFTWARE;Definición de requerimientos ;Abstracto Extendido;Evaluar;Otros
INGENIERÍA DE SOFTWARE;Preguntas capa de presentación;Preestructural;Recordar;Otros
ANÁLISIS Y DISEÑO DE ALGORITMOS;Complejidad computacional en proyecto integrador;Abstracto Extendido;Aplicar;Proyecto Integrador
DISEÑO Y PROGRAMACIÓN ORIENTADA A OBJETOS;Introducción a Diseño y Programación Orientada a Objetos ;Abstracto Extendido;Aplicar;Otros
ALGORITMOS Y ANÁLISIS ESTOCÁSTICO;Promedio académico ;NO HAY VERBO;NO HAY VERBO;Otros
CONSTRUCCIÓN DE SOFTWARE;desarrollo web;Abstracto Extendido;Aplicar;Otros
CONSTRUCCIÓN DE SOFTWARE;programación web;Abstracto Extendido;Aplicar;Otros
PROGRAMACIÓN PARA DISPOSITIVOS ANDROID;android studio;NO HAY VERBO;NO HAY VERBO;Otros
DISEÑO Y PROGRAMACIÓN ORIENTADA A OBJETOS;DPOO - Aclaración relaciones del Diagrama de clases UML;Abstracto Extendido;Aplicar;Otros
ANÁLISIS Y DISEÑO DE ALGORITMOS;Programas en Java clases y métodos.;Abstracto Extendido;Aplicar;Programación Java
PROGRAMACIÓN IMPERATIVA;Dudas funciones en c++;Preestructural;Recordar;Otros
PROGRAMACIÓN IMPERATIVA;Dudas taller de funciones;Preestructural;Recordar;Otros
PROGRAMACIÓN IMPERATIVA;Dudas sobre manejo de funciones en C;Preestructural;Recordar;Otros
ESTRUCTURAS DE DATOS;Problemas datos Colas;Abstracto Extendido;Analizar;Otros
ESTRUCTURAS DE DATOS;Parcial;Abstracto Extendido;Analizar;Otros
ANÁLISIS Y DISEÑO DE ALGORITMOS;Complejidad computacional;Multiestructural;Aplicar;Otros
ANÁLISIS Y DISEÑO DE ALGORITMOS;Complejidad computadcióna.;Multiestructural;Aplicar;Otros
ANÁLISIS Y DISEÑO DE ALGORITMOS;Complejidad logarítmica;Multiestructural;Aplicar;Otros
ANÁLISIS Y DISEÑO DE ALGORITMOS;Sumatoria Finita en Java;Abstracto Extendido;Aplicar;Programación Java
PROGRAMACIÓN IMPERATIVA;Funciones y recursividad;Abstracto Extendido;Aplicar;Algoritmia
PROGRAMACIÓN IMPERATIVA;Instrucciones condicionales;Abstracto Extendido;Aplicar;Otros
PROGRAMACIÓN IMPERATIVA;Dudas taller de ciclos;Preestructural;Recordar;Otros
PROGRAMACIÓN IMPERATIVA;Dudas en C++;Preestructural;Recordar;Otros
PROGRAMACIÓN IMPERATIVA;Dudas C++;Preestructural;Recordar;Otros
PROGRAMACIÓN IMPERATIVA;Dudas Taller C++;Preestructural;Recordar;Otros
PROGRAMACIÓN IMPERATIVA;Dudas funciones ;Preestructural;Recordar;Otros
PROGRAMACIÓN IMPERATIVA;Dudas arreglos;Preestructural;Recordar;Otros
INGENIERÍA WEB;FastAPI Introduccion;Multiestructural;Aplicar;Otros
ARQUITECTURA DE SOFTWARE;Definición de conjunto de datos.;Abstracto Extendido;Analizar;Otros
ARQUITECTURA DE SOFTWARE;Definir la arquitectura de referencia;Uniestructural;Recordar;Otros
ARQUITECTURA DE SOFTWARE;Arquitectura de datos;Abstracto Extendido;Analizar;Otros
ARQUITECTURA DE SOFTWARE;Definición del conjunto de datos para la toma de decisiones en las costas colombianas;Abstracto Extendido;Analizar;Investigación
ARQUITECTURA DE SOFTWARE;Definicion del alcance de la aplicacion ;Abstracto Extendido;Analizar;Otros
ARQUITECTURA DE SOFTWARE;Refinar los objetivos de la arquitectura de software;Abstracto Extendido;Comprender;Otros
ARQUITECTURA DE SOFTWARE;Revisión de arquitectura y alcance;Multiestructural;Comprender;Otros
ARQUITECTURA DE SOFTWARE;Revisión documento final de definición y alcance;Multiestructural;Comprender;Investigación
PROGRAMACIÓN PARA DISPOSITIVOS ANDROID;Creación subgrupo en gitlab;NO HAY VERBO;NO HAY VERBO;Otros
PROGRAMACIÓN PARA DISPOSITIVOS ANDROID;Validación de KOTLIN;NO HAY VERBO;NO HAY VERBO;Investigación
PROGRAMACIÓN IMPERATIVA;Funciones y recursividad;Abstracto Extendido;Aplicar;Algoritmia
ESTRUCTURAS DE DATOS;Listas enlazadas;Abstracto Extendido;Analizar;Programación Python
ESTRUCTURAS DE DATOS;Listas enlazadas;Abstracto Extendido;Analizar;Programación Python
ESTRUCTURAS DE DATOS;Proyecto integrador;Abstracto Extendido;Aplicar;Proyecto Integrador
ANÁLISIS Y DISEÑO DE ALGORITMOS;Complejidad computacional;Multiestructural;Aplicar;Otros
ANÁLISIS Y DISEÑO DE ALGORITMOS;Algoritmo de Prim;Multiestructural;Aplicar;Algoritmia
ANÁLISIS Y DISEÑO DE ALGORITMOS;árbol recubridor mínimo;Multiestructural;Aplicar;Otros
ALGORITMOS Y ANÁLISIS ESTOCÁSTICO;Teorema de Bayes;NO HAY VERBO;NO HAY VERBO;Otros
PROGRAMACIÓN PARA DISPOSITIVOS ANDROID;Intents y Activities en Android;NO HAY VERBO;NO HAY VERBO;Otros
ALGORITMOS Y ANÁLISIS ESTOCÁSTICO;Como escribir correctamente el objetivo general del proyecto del procesamiento de imágenes;Abstracto Extendido;Recordar;Otros
ALGORITMOS Y ANÁLISIS ESTOCÁSTICO;Construcción de un dataset de memes;NO HAY VERBO;NO HAY VERBO;Otros
PROGRAMACIÓN PARA DISPOSITIVOS ANDROID;Manejo de Intents para activities;NO HAY VERBO;NO HAY VERBO;Otros
CONSTRUCCIÓN DE SOFTWARE;Validación de tipos abstractos de datos para proyecto integrador.;Abstracto Extendido;Aplicar;Proyecto Integrador
PROGRAMACIÓN PARA DISPOSITIVOS ANDROID;Encuestas para usos de herramientas Android;NO HAY VERBO;NO HAY VERBO;Investigación
SISTEMAS DISTRIBUIDOS COMPUTACIONALES;.net Framewok;NO HAY VERBO;NO HAY VERBO;Programación Java
SISTEMAS DISTRIBUIDOS COMPUTACIONALES;Servidor Opendaylight en docker;NO HAY VERBO;NO HAY VERBO;Otros
SISTEMAS DISTRIBUIDOS COMPUTACIONALES;Docker Servidor Asterisk ;NO HAY VERBO;NO HAY VERBO;Otros
PROGRAMACIÓN IMPERATIVA;Dudas ciclos;Preestructural;Recordar;Otros
PROGRAMACIÓN IMPERATIVA;Dudas Taller C++;Preestructural;Recordar;Otros
PROGRAMACIÓN IMPERATIVA;Dudas funciones;Preestructural;Recordar;Otros
PROGRAMACIÓN IMPERATIVA;Dudas arreglos;Preestructural;Recordar;Otros
PROGRAMACIÓN IMPERATIVA;Ciclos en C++;Abstracto Extendido;Aplicar;Otros
PROGRAMACIÓN IMPERATIVA;Funciones y recursividad;Abstracto Extendido;Aplicar;Algoritmia
ESTRUCTURAS DE DATOS;Apuntadores;Abstracto Extendido;Analizar;Otros
ALGORITMOS Y ANÁLISIS ESTOCÁSTICO;distribución binomial;NO HAY VERBO;NO HAY VERBO;Otros
SISTEMAS DISTRIBUIDOS COMPUTACIONALES;Servidor DNS AWS;NO HAY VERBO;NO HAY VERBO;Otros
SISTEMAS DISTRIBUIDOS COMPUTACIONALES;Servidor SIP AWS ;NO HAY VERBO;NO HAY VERBO;Otros
ALGORITMIA Y PROGRAMACIÓN;programa VB-Excel;NO HAY VERBO;NO HAY VERBO;Programación Java
ESTRUCTURAS DE DATOS;Pilas ;Abstracto Extendido;Analizar;Otros
ANÁLISIS Y DISEÑO DE ALGORITMOS;Algoritmos prim programación dinámica;Abstracto Extendido;Aplicar;Algoritmia
INGENIERÍA DE SOFTWARE;requerimientos;Abstracto Extendido;Evaluar;Otros
PROGRAMACIÓN PARA DISPOSITIVOS ANDROID;Creación subgrupo gitlab;NO HAY VERBO;NO HAY VERBO;Otros
PROGRAMACIÓN PARA DISPOSITIVOS ANDROID;App;NO HAY VERBO;NO HAY VERBO;Otros
INGENIERÍA WEB;Manejo de TDA listas;Abstracto Extendido;Aplicar;Programación Python
DISEÑO Y PROGRAMACIÓN ORIENTADA A OBJETOS;Estructura del programa;Abstracto Extendido;Aplicar;Otros
ALGORITMOS Y ANÁLISIS ESTOCÁSTICO;teoria de colas;NO HAY VERBO;NO HAY VERBO;Estadística y Matemáticas
ALGORITMOS Y ANÁLISIS ESTOCÁSTICO;distribución de poisson;NO HAY VERBO;NO HAY VERBO;Otros
ALGORITMIA Y PROGRAMACIÓN;Dudas en realización de algoritmos y Visual Basic;Preestructural;Recordar;Programación VBA
ALGORITMIA Y PROGRAMACIÓN;VBA;NO HAY VERBO;NO HAY VERBO;Programación VBA
ALGORITMIA Y PROGRAMACIÓN;Dudas con matrices en Visual Basic;Preestructural;Recordar;Programación VBA
ALGORITMIA Y PROGRAMACIÓN;Dudas matrices visual basic;Preestructural;Recordar;Programación VBA
PROGRAMACIÓN IMPERATIVA;Dudas C++;Preestructural;Recordar;Otros
ESTRUCTURAS DE DATOS;Listas enlazadas;Abstracto Extendido;Analizar;Programación Python
ESTRUCTURAS DE DATOS;listas enlazadas;Abstracto Extendido;Analizar;Programación Python
PROGRAMACIÓN IMPERATIVA;Manejo de condicional múltiple en C++;Abstracto Extendido;Aplicar;Otros
PROGRAMACIÓN IMPERATIVA;Ciclos en C++;Abstracto Extendido;Aplicar;Otros
PROGRAMACIÓN IMPERATIVA;Ciclos en c++;Abstracto Extendido;Aplicar;Otros
PROGRAMACIÓN IMPERATIVA;Matrices;Abstracto Extendido;Aplicar;Otros
PROGRAMACIÓN IMPERATIVA;Estructuras en C++;Abstracto Extendido;Aplicar;Otros
DISEÑO Y PROGRAMACIÓN ORIENTADA A OBJETOS;conceptos Java-objetos;Abstracto Extendido;Aplicar;Programación Java
ALGORITMOS Y ANÁLISIS ESTOCÁSTICO;Distribución Normal;NO HAY VERBO;NO HAY VERBO;Otros
INGENIERÍA WEB;Determinación de Criterios de validación;Abstracto Extendido;Aplicar;Investigación
INGENIERÍA WEB;Arquitectura de los objetivos ;Abstracto Extendido;Aplicar;Otros
PROGRAMACIÓN PARA DISPOSITIVOS ANDROID;creación subgrupo gitlab;NO HAY VERBO;NO HAY VERBO;Otros
INGENIERÍA WEB;Arquitectura y Persistencia;Abstracto Extendido;Aplicar;Otros
INGENIERÍA WEB;Flujo del sistema Web;Abstracto Extendido;Aplicar;Algoritmia
INGENIERÍA WEB;Validaciones del despliegue a producción;Abstracto Extendido;Aplicar;Investigación
INGENIERÍA WEB;Manual de Documentaciòn técnica;Abstracto Extendido;Aplicar;Otros
ARQUITECTURA DE SOFTWARE;Arquitectura cliente servidor orientado a capas;Abstracto Extendido;Analizar;Otros
INGENIERÍA WEB;Especificaciones para entrega de HTML;Abstracto Extendido;Aplicar;Programación JavaScript
ARQUITECTURA DE SOFTWARE;Definicion del alcance de la arquitectura a implementar;Abstracto Extendido;Aplicar;Otros
ARQUITECTURA DE SOFTWARE;Definicion del alcance y justificacion de la aplicacion ADM;Uniestructural;Evaluar;Otros
ARQUITECTURA DE SOFTWARE;Definición del plan de migración a nube;Abstracto Extendido;Analizar;Otros
PROGRAMACIÓN IMPERATIVA;Dudas C++;Preestructural;Recordar;Otros
ALGORITMOS Y ANÁLISIS ESTOCÁSTICO;Distribución Normal;NO HAY VERBO;NO HAY VERBO;Otros
ALGORITMOS Y ANÁLISIS ESTOCÁSTICO;cadenas de markov;NO HAY VERBO;NO HAY VERBO;Estadística y Matemáticas
PROGRAMACIÓN IMPERATIVA;Proyecto integrador;Abstracto Extendido;Aplicar;Proyecto Integrador
ANÁLISIS Y DISEÑO DE ALGORITMOS;Ecuación característica;Multiestructural;Aplicar;Otros
ALGORITMOS Y ANÁLISIS ESTOCÁSTICO;Cadenas de Markov;NO HAY VERBO;NO HAY VERBO;Estadística y Matemáticas
INGENIERÍA WEB;Verificación Requerimientos;Abstracto Extendido;Aplicar;Otros
INGENIERÍA WEB;Aclaración Dudas Endpoints;Preestructural;Recordar;Otros
PROGRAMACIÓN PARA DISPOSITIVOS ANDROID;Test unitarios de funcionamiento (JUnit4);NO HAY VERBO;NO HAY VERBO;Otros
PROGRAMACIÓN PARA DISPOSITIVOS ANDROID;Screen en JetPack Compose;NO HAY VERBO;NO HAY VERBO;Otros
PROGRAMACIÓN PARA DISPOSITIVOS ANDROID;Acompañamiento en Jetpack compose documental;Preestructural;Recordar;Otros
ARQUITECTURA DE SOFTWARE;Definir el alcance de la arquitectura de procesos;Uniestructural;Recordar;Otros
ARQUITECTURA DE SOFTWARE;Validación de arquitectura para proyecto de grado - motivaciones arquitecturales y atributos de calidad;Abstracto Extendido;Aplicar;Investigación
PROGRAMACIÓN IMPERATIVA;Estructuras en C++;Abstracto Extendido;Aplicar;Otros
ALGORITMOS Y ANÁLISIS ESTOCÁSTICO;cadenas de Markov;NO HAY VERBO;NO HAY VERBO;Estadística y Matemáticas
INGENIERÍA WEB;Manejo de proyectos WEB en Repositorio Remoto;Abstracto Extendido;Aplicar;Otros
INGENIERÍA WEB;Seguimiento estudiante repitente;Abstracto Extendido;Aplicar;Otros
PROGRAMACIÓN PARA DISPOSITIVOS ANDROID;Ajustes en gitlab;NO HAY VERBO;NO HAY VERBO;Otros
PROGRAMACIÓN PARA DISPOSITIVOS ANDROID;Creación subgrupo gitlab;NO HAY VERBO;NO HAY VERBO;Otros
PROGRAMACIÓN PARA DISPOSITIVOS ANDROID;Revisión App;Multiestructural;Comprender;Otros
PROGRAMACIÓN IMPERATIVA;Condicional múltiple en C++ ;Abstracto Extendido;Aplicar;Otros
PROGRAMACIÓN IMPERATIVA;Ciclos en C++;Abstracto Extendido;Aplicar;Otros
PROGRAMACIÓN IMPERATIVA;Ciclos en c++;Abstracto Extendido;Aplicar;Otros
PROGRAMACIÓN IMPERATIVA;Matrices;Abstracto Extendido;Aplicar;Otros
PROGRAMACIÓN IMPERATIVA;Funciones;Abstracto Extendido;Aplicar;Otros
PROGRAMACIÓN IMPERATIVA;Estructuras en C++;Abstracto Extendido;Aplicar;Otros
DISEÑO Y PROGRAMACIÓN ORIENTADA A OBJETOS;Java - Objetos;Abstracto Extendido;Aplicar;Programación Java
ESTRUCTURAS DE DATOS;Estructuras;Abstracto Extendido;Analizar;Otros
DISEÑO Y PROGRAMACIÓN ORIENTADA A OBJETOS;GUI;Abstracto Extendido;Aplicar;Otros
ANÁLISIS Y DISEÑO DE ALGORITMOS;Ecuación característica;Multiestructural;Aplicar;Otros
ALGORITMOS Y ANÁLISIS ESTOCÁSTICO;Cadenas de Markov;NO HAY VERBO;NO HAY VERBO;Estadística y Matemáticas
INGENIERÍA WEB;Aclaración Dudas Endpoints;Preestructural;Recordar;Otros
PROGRAMACIÓN PARA DISPOSITIVOS ANDROID;Manejo de FORK en repos online;NO HAY VERBO;NO HAY VERBO;Otros
PROGRAMACIÓN PARA DISPOSITIVOS ANDROID;Verificación Log en repositorios bitbucket;NO HAY VERBO;NO HAY VERBO;Otros
PROGRAMACIÓN PARA DISPOSITIVOS ANDROID;Criterios de aceptación para Compose;NO HAY VERBO;NO HAY VERBO;Investigación
PROGRAMACIÓN IMPERATIVA;Dudas ciclos;Preestructural;Recordar;Otros
PROGRAMACIÓN IMPERATIVA;Dudas Taller C++;Preestructural;Recordar;Otros
PROGRAMACIÓN IMPERATIVA;Dudas funciones;Preestructural;Recordar;Otros
PROGRAMACIÓN IMPERATIVA;Dudas arreglos;Preestructural;Recordar;Otros
ALGORITMIA Y PROGRAMACIÓN;Programa de VB - Excel;NO HAY VERBO;NO HAY VERBO;Programación Java
ALGORITMOS Y ANÁLISIS ESTOCÁSTICO;Distribución Normal;NO HAY VERBO;NO HAY VERBO;Otros
ALGORITMOS Y ANÁLISIS ESTOCÁSTICO;cadenas de Markov;NO HAY VERBO;NO HAY VERBO;Estadística y Matemáticas
INGENIERÍA WEB;Revisión de manejo de endpoints;Multiestructural;Comprender;Otros
INGENIERÍA WEB;Requerimientos para lineamientos Gob. TI;Abstracto Extendido;Aplicar;Otros
ARQUITECTURA DE SOFTWARE;Seguimiento acerca del desempeño de la asignarura y estrategia para alcanzar un excelente puntaje ;Uniestructural;Analizar;Otros
PROGRAMACIÓN IMPERATIVA;Operaciones entre matrices;Abstracto Extendido;Aplicar;Otros
PROGRAMACIÓN IMPERATIVA;Operaciones entre matrices;Abstracto Extendido;Aplicar;Otros
ALGORITMIA Y PROGRAMACIÓN;Programa en Excel;NO HAY VERBO;NO HAY VERBO;Programación Java
ALGORITMOS Y ANÁLISIS ESTOCÁSTICO;Distribución normal ;NO HAY VERBO;NO HAY VERBO;Otros
ALGORITMOS Y ANÁLISIS ESTOCÁSTICO;Cadenas de Markov;NO HAY VERBO;NO HAY VERBO;Estadística y Matemáticas
PROGRAMACIÓN IMPERATIVA;Solución de problemas;Multiestructural;Aplicar;Otros
PROGRAMACIÓN IMPERATIVA;Dudas taller de ciclos;Preestructural;Recordar;Otros
PROGRAMACIÓN IMPERATIVA;Dudas taller ciclos;Preestructural;Recordar;Otros
PROGRAMACIÓN IMPERATIVA;Dudas taller;Preestructural;Recordar;Otros
PROGRAMACIÓN IMPERATIVA;Dudas arreglos;Preestructural;Recordar;Otros
ALGORITMOS Y ANÁLISIS ESTOCÁSTICO;Distribución Normal;NO HAY VERBO;NO HAY VERBO;Otros
ALGORITMOS Y ANÁLISIS ESTOCÁSTICO;Cadenas de Markov;NO HAY VERBO;NO HAY VERBO;Estadística y Matemáticas
ALGORITMOS Y ANÁLISIS ESTOCÁSTICO;Cadenas de Markov;NO HAY VERBO;NO HAY VERBO;Estadística y Matemáticas
PROGRAMACIÓN PARA DISPOSITIVOS ANDROID;Conversión de datos Android;NO HAY VERBO;NO HAY VERBO;Otros
PROGRAMACIÓN IMPERATIVA;Proyecto integrador;Abstracto Extendido;Aplicar;Proyecto Integrador
PROGRAMACIÓN PARA DISPOSITIVOS ANDROID;Coniiti App;NO HAY VERBO;NO HAY VERBO;Investigación
PROGRAMACIÓN IMPERATIVA;Dudas ciclos;Preestructural;Recordar;Otros
INGENIERÍA WEB;FastAPI Introduccion;Multiestructural;Aplicar;Otros
PROGRAMACIÓN IMPERATIVA;Codificación de algoritmo de cifrado en C++ ;Abstracto Extendido;Aplicar;Algoritmia
PROGRAMACIÓN IMPERATIVA;Proyecto integrador;Abstracto Extendido;Aplicar;Proyecto Integrador
ALGORITMOS Y ANÁLISIS ESTOCÁSTICO;Cadenas de Markov;NO HAY VERBO;NO HAY VERBO;Estadística y Matemáticas
INGENIERÍA WEB;Aclaración Dudas Endpoints;Preestructural;Recordar;Otros
PROGRAMACIÓN PARA DISPOSITIVOS ANDROID;Screen en JetPack Compose;NO HAY VERBO;NO HAY VERBO;Otros
PROGRAMACIÓN PARA DISPOSITIVOS ANDROID;Acompañamiento en Jetpack compose documental;Preestructural;Recordar;Otros
PROGRAMACIÓN IMPERATIVA;Proyecto Integrador;Abstracto Extendido;Aplicar;Proyecto Integrador
ALGORITMOS Y ANÁLISIS ESTOCÁSTICO;distribución normal;NO HAY VERBO;NO HAY VERBO;Otros
INGENIERÍA WEB;Orientación para propuesta de objetivos del proyecto;Abstracto Extendido;Aplicar;Otros
INGENIERÍA WEB;Requerimientos e Historias de usuarios;Abstracto Extendido;Aplicar;Otros
INGENIERÍA WEB;Determinación de Criterios de validación;Abstracto Extendido;Aplicar;Investigación
INGENIERÍA WEB;Arquitectura de los objetivos ;Abstracto Extendido;Aplicar;Otros
PROGRAMACIÓN PARA DISPOSITIVOS ANDROID;Creación subgrupo gitlab;NO HAY VERBO;NO HAY VERBO;Otros
INGENIERÍA WEB;Arquitectura y Persistencia;Abstracto Extendido;Aplicar;Otros
INGENIERÍA WEB;Flujo del Sistema Web;Abstracto Extendido;Aplicar;Algoritmia
INGENIERÍA WEB;Validaciones del despliegue a producción;Abstracto Extendido;Aplicar;Investigación
PROGRAMACIÓN PARA DISPOSITIVOS ANDROID;coniiti app;Relacional;Evaluar;Investigación
INGENIERÍA WEB;Manual de Documentaciòn técnica;Abstracto Extendido;Aplicar;Otros
PROGRAMACIÓN IMPERATIVA;Instrucciones condicionales;Abstracto Extendido;Aplicar;Otros
PROGRAMACIÓN IMPERATIVA;Dudas taller de ciclos;Preestructural;Recordar;Otros
PROGRAMACIÓN IMPERATIVA;Dudas C++;Preestructural;Recordar;Otros
PROGRAMACIÓN IMPERATIVA;Dudas C++;Preestructural;Recordar;Otros
PROGRAMACIÓN IMPERATIVA;Dudas taller C++;Preestructural;Recordar;Otros
PROGRAMACIÓN IMPERATIVA;Dudas funciones;Preestructural;Recordar;Otros
PROGRAMACIÓN IMPERATIVA;Dudas arreglos ;Preestructural;Recordar;Otros
ALGORITMOS Y ANÁLISIS ESTOCÁSTICO;Distribución normal ;NO HAY VERBO;NO HAY VERBO;Otros
ALGORITMOS Y ANÁLISIS ESTOCÁSTICO;Cadenas de Markov;NO HAY VERBO;NO HAY VERBO;Estadística y Matemáticas
ARQUITECTURA DE SOFTWARE;Definir la arquitectura de referencia;Uniestructural;Recordar;Otros
ARQUITECTURA DE SOFTWARE;Definición de conjunto de datos.;Abstracto Extendido;Analizar;Otros
ARQUITECTURA DE SOFTWARE;Arquitectura de datos para la propuesta planteada;Abstracto Extendido;Analizar;Otros
ARQUITECTURA DE SOFTWARE;Arquitectura de datos;Abstracto Extendido;Analizar;Otros
ARQUITECTURA DE SOFTWARE;Definición del modelo de lógica difusa;Abstracto Extendido;Analizar;Estadística y Matemáticas
ARQUITECTURA DE SOFTWARE;Definición del conjunto de datos para la toma de decisiones en las costas colombianas;Abstracto Extendido;Analizar;Investigación
ARQUITECTURA DE SOFTWARE;Definicion del alcance y marcos de la aplicación;Abstracto Extendido;Analizar;Otros
ARQUITECTURA DE SOFTWARE;Definición de los objetivos de la arquitectura;Abstracto Extendido;Analizar;Otros
ALGORITMIA Y PROGRAMACIÓN;Manejo de arreglos y matrices;NO HAY VERBO;NO HAY VERBO;Otros
PROGRAMACIÓN IMPERATIVA;Cadenas en C;Abstracto Extendido;Aplicar;Otros
PROGRAMACIÓN IMPERATIVA;Dudas ciclos;Preestructural;Recordar;Otros
CONSTRUCCIÓN DE SOFTWARE;desarrollo web;Abstracto Extendido;Aplicar;Otros
CONSTRUCCIÓN DE SOFTWARE;programación web;Abstracto Extendido;Aplicar;Otros
ARQUITECTURA DE SOFTWARE;Definición  de la arquitectura objetivo y su relación con las etapas del desarrollo de software;Abstracto Extendido;Aplicar;Otros
ARQUITECTURA DE SOFTWARE;Definición de conjunto de datos de la NASA;Abstracto Extendido;Analizar;Otros
ARQUITECTURA DE SOFTWARE;Definicion del alcance de la arquitectura a implementar;Abstracto Extendido;Aplicar;Otros
PROGRAMACIÓN PARA DISPOSITIVOS ANDROID;Creación de subgrupos en gitlab;NO HAY VERBO;NO HAY VERBO;Otros
PROGRAMACIÓN PARA DISPOSITIVOS ANDROID;Coniiti App;NO HAY VERBO;NO HAY VERBO;Investigación
PROGRAMACIÓN IMPERATIVA;Matrices en C++;Abstracto Extendido;Aplicar;Otros
PROGRAMACIÓN IMPERATIVA;Funciones en C++;Abstracto Extendido;Aplicar;Otros
PROGRAMACIÓN IMPERATIVA;Apuntadores en c++;Abstracto Extendido;Aplicar;Otros
PROGRAMACIÓN IMPERATIVA;Recursividad;Abstracto Extendido;Aplicar;Algoritmia
PROGRAMACIÓN IMPERATIVA;Proyecto Integrador;Abstracto Extendido;Aplicar;Proyecto Integrador
INGENIERÍA DE SOFTWARE;Normalización;Abstracto Extendido;Evaluar;Otros
PROGRAMACIÓN PARA DISPOSITIVOS ANDROID;creación subgrupo android;NO HAY VERBO;NO HAY VERBO;Otros
PROGRAMACIÓN PARA DISPOSITIVOS ANDROID;Coniiti App;NO HAY VERBO;NO HAY VERBO;Investigación
DISEÑO Y PROGRAMACIÓN ORIENTADA A OBJETOS;Estructura del programa;Abstracto Extendido;Aplicar;Otros
INGENIERÍA WEB;Repositorios remotos en Gitlab;Abstracto Extendido;Aplicar;Otros
CONSTRUCCIÓN DE SOFTWARE;desarrollo web;Abstracto Extendido;Aplicar;Otros
CONSTRUCCIÓN DE SOFTWARE;programación web;Abstracto Extendido;Aplicar;Otros
ALGORITMIA Y PROGRAMACIÓN;Dudas en realización de algoritmos y Visual Basic;Preestructural;Recordar;Programación VBA
ANÁLISIS Y DISEÑO DE ALGORITMOS;Recurrencias y complejidad;Multiestructural;Aplicar;Otros
ALGORITMOS Y ANÁLISIS ESTOCÁSTICO;recuperación parcial;NO HAY VERBO;NO HAY VERBO;Otros
CONSTRUCCIÓN DE SOFTWARE;Programación web;Abstracto Extendido;Aplicar;Otros
