 ASIGNATURA;TEMA O CONCEPTO
PROGRAMACIÓN IMPERATIVA;Dudas Taller C++
PROGRAMACIÓN IMPERATIVA;Dudas arreglos
ESTRUCTURAS DE DATOS;Multilistas 
ARQUITECTURA DE SOFTWARE;Validación del mockup definido para la aplicación
ARQUITECTURA DE SOFTWARE;validación del alcance de la arquitectura en el documento
ARQUITECTURA DE SOFTWARE;dudas de comunicación y seguridad entre dos datacenters
PROGRAMACIÓN IMPERATIVA;Proyecto Integrador
PROGRAMACIÓN IMPERATIVA;Instrucciones condicionales
PROGRAMACIÓN IMPERATIVA;Dudas C++
PROGRAMACIÓN IMPERATIVA;Funciones
PROGRAMACIÓN IMPERATIVA;Matrices
PROGRAMACIÓN IMPERATIVA;Proyecto integrador
ARQUITECTURA DE SOFTWARE;validación de alcance de la investigación
ARQUITECTURA DE SOFTWARE;Alcance de propuesta de investigación
ALGORITMIA Y PROGRAMACIÓN;Revisión seguimiento sobre estado en asignaturas.
ESTRUCTURAS DE DATOS;colas de prioridades
ESTRUCTURAS DE DATOS;Listas doblemente enlazadas
ALGORITMIA Y PROGRAMACIÓN;Dudas en realización de algoritmos y Visual Basic
ALGORITMIA Y PROGRAMACIÓN;Dudas en realización de algoritmos y Visual Basic
PROGRAMACIÓN IMPERATIVA;Corrección del parcial
PROGRAMACIÓN IMPERATIVA;Corrección Parcial
INGENIERÍA WEB;Frameworks y API
PROGRAMACIÓN PARA DISPOSITIVOS ANDROID;Revision Criterios de aceptación
PROGRAMACIÓN IMPERATIVA;Codificación de algoritmo de cifrado en C++
PROGRAMACIÓN IMPERATIVA;Ejercicio cifrador en C++
PROGRAMACIÓN IMPERATIVA;Cifrador en  C++
ALGORITMOS Y ANÁLISIS ESTOCÁSTICO;Distribución normal
ALGORITMOS Y ANÁLISIS ESTOCÁSTICO;Cadenas de Markov
ALGORITMOS Y ANÁLISIS ESTOCÁSTICO;Cadenas de Markov
INGENIERÍA WEB;Verificación Requerimientos
INGENIERÍA WEB;Aclaración Dudas Endpoints
PROGRAMACIÓN PARA DISPOSITIVOS ANDROID;Acompañamiento en Jetpack compose documental
ALGORITMIA Y PROGRAMACIÓN;Dudas en realización de algoritmos y Visual Basic
PROGRAMACIÓN IMPERATIVA;Dudas ciclos
ALGORITMOS Y ANÁLISIS ESTOCÁSTICO;Medidas de Tendencia central
ALGORITMOS Y ANÁLISIS ESTOCÁSTICO;Repaso Markov y teoría de colas
ARQUITECTURA DE SOFTWARE;Alcance de la aplicación Navega Seguro y sus posibles implementaciones
ARQUITECTURA DE SOFTWARE;Alcance de los mockups a presentar
ARQUITECTURA DE SOFTWARE;Validación del alcance del ensayo
ARQUITECTURA DE SOFTWARE;dudas de comunicación y seguridad entre dos datacenters
PROGRAMACIÓN IMPERATIVA;Dudas en programación en C
DISEÑO Y PROGRAMACIÓN ORIENTADA A OBJETOS;Introducción a Diseño y Programación Orientada a Objetos 
ARQUITECTURA DE SOFTWARE;revisión de los paquetes y configuración del proyecto de software
PROGRAMACIÓN PARA DISPOSITIVOS ANDROID;Creación subgrupo en gitlab
PROGRAMACIÓN PARA DISPOSITIVOS ANDROID;Manejo de Intents
PROGRAMACIÓN PARA DISPOSITIVOS ANDROID;Ejecución de test unitarios automatizados
PROGRAMACIÓN PARA DISPOSITIVOS ANDROID;RememberScrollState
PROGRAMACIÓN PARA DISPOSITIVOS ANDROID;validación de la implementación del SW
ALGORITMIA Y PROGRAMACIÓN;Dudas en realización de algoritmos y Visual Basic
ALGORITMIA Y PROGRAMACIÓN;Dudas en realización de programas en VB
ALGORITMIA Y PROGRAMACIÓN;VBA
ALGORITMIA Y PROGRAMACIÓN;Dudas en Programación en Visual Basic
ALGORITMIA Y PROGRAMACIÓN;Manejo de arreglos y matrices
ALGORITMIA Y PROGRAMACIÓN;Dudas matrices en Visual Basic
ALGORITMIA Y PROGRAMACIÓN;Dudas con matrices en Visual Basic
PROGRAMACIÓN IMPERATIVA;Dudas en C++
PROGRAMACIÓN IMPERATIVA;Dudas arreglos en C++
PROGRAMACIÓN IMPERATIVA;Dudas en arreglos en C++
PROGRAMACIÓN IMPERATIVA;Operaciones entre matrices
PROGRAMACIÓN IMPERATIVA;Operaciones entre matrices
PROGRAMACIÓN IMPERATIVA;Apuntadores
PROGRAMACIÓN IMPERATIVA;Apuntadores
PROGRAMACIÓN IMPERATIVA;Corrección Parcial
PROGRAMACIÓN IMPERATIVA;Corrección del parcial
ALGORITMIA Y PROGRAMACIÓN;Conceptos
ARQUITECTURA DE SOFTWARE;API Gateways
ARQUITECTURA DE SOFTWARE;Definicion de puntos de vista de despliegue
ALGORITMOS Y ANÁLISIS ESTOCÁSTICO;Repaso Markov y teoría de colas
ARQUITECTURA DE SOFTWARE;Compartir el alcance del proyecto Navega Seguro
ARQUITECTURA DE SOFTWARE;revisión del alcance de los mockups
ARQUITECTURA DE SOFTWARE;validación del alcance de la arquitectura en el documento
ARQUITECTURA DE SOFTWARE;resolver dudas de la comunicación y seguridad entre dos datacenters
PROGRAMACIÓN PARA DISPOSITIVOS ANDROID;Conceptos de ramas en GIT
PROGRAMACIÓN PARA DISPOSITIVOS ANDROID;Aplicaciones con Views
PROGRAMACIÓN PARA DISPOSITIVOS ANDROID;conexión a API
CONSTRUCCIÓN DE SOFTWARE;desarrollo web
CONSTRUCCIÓN DE SOFTWARE;programación web
INGENIERÍA WEB;Manejo de endpoints y Deta
DISEÑO Y PROGRAMACIÓN ORIENTADA A OBJETOS;Dudas visual basic
ALGORITMIA Y PROGRAMACIÓN;Manejo de arreglos y matrices
ANÁLISIS Y DISEÑO DE ALGORITMOS;complejidad computacional
ANÁLISIS Y DISEÑO DE ALGORITMOS;algoritmo de ruta mìnima
INGENIERÍA DE SOFTWARE;Conectores
ALGORITMIA Y PROGRAMACIÓN;Programa VB-Excel
ALGORITMIA Y PROGRAMACIÓN;COMPUTACION PROGRAMADORES
ALGORITMIA Y PROGRAMACIÓN;ARREGLOS PROGRAMACIÓN
ESTRUCTURAS DE DATOS;Pilas y colas
ESTRUCTURAS DE DATOS;Multilistas
ESTRUCTURAS DE DATOS;Multilista para minimercado  
ALGORITMIA Y PROGRAMACIÓN;Dudas en algoritmos y Visual Basic
ALGORITMIA Y PROGRAMACIÓN;Manejo de arreglos y matrices
PROGRAMACIÓN PARA DISPOSITIVOS ANDROID;Funciones del rol del programador
PROGRAMACIÓN IMPERATIVA;Dudas taller ciclos
ESTRUCTURAS DE DATOS;Listas enlazadas
ALGORITMOS Y ANÁLISIS ESTOCÁSTICO;Cadenas de Markov
PROGRAMACIÓN PARA DISPOSITIVOS ANDROID;Adición subgrupos en repositorio remoto
INGENIERÍA WEB;Validación de arquitectura del sistema
INGENIERÍA WEB;Validación de requerimientos según criterios del modelo web
ARQUITECTURA DE SOFTWARE;Atributos de calidad de software en el Proyecto integrador
ARQUITECTURA DE SOFTWARE;Modelo Vista Controlador - Asesoría para trabajo de grado
INGENIERÍA WEB;Criterios de aceptacion
ARQUITECTURA DE SOFTWARE;Defiicion de apificacion
ALGORITMIA Y PROGRAMACIÓN;CONSULTA SELECT CASE
PROGRAMACIÓN IMPERATIVA;Arreglos y matrices en C++
PROGRAMACIÓN IMPERATIVA;Cadenas en C
CONSTRUCCIÓN DE SOFTWARE;desarrollo web
CONSTRUCCIÓN DE SOFTWARE;programación web
ALGORITMIA Y PROGRAMACIÓN;condicionales 
ALGORITMIA Y PROGRAMACIÓN;Orientación con respecto al rendimiento académico bajo en la asignatura de Algoritmia
PROGRAMACIÓN IMPERATIVA;Dudas funciones
ALGORITMIA Y PROGRAMACIÓN;Dudas Conceptos de Algoritmia 
ALGORITMIA Y PROGRAMACIÓN;consulta
PROGRAMACIÓN IMPERATIVA;Dudas funciones
ALGORITMIA Y PROGRAMACIÓN;consulta Taller algoritmo
ANÁLISIS Y DISEÑO DE ALGORITMOS;consulta ciclos
ALGORITMIA Y PROGRAMACIÓN;Orientación con respecto al rendimiento académico bajo en la asignatura de Algoritmia
ALGORITMIA Y PROGRAMACIÓN;Conceptos de Algoritmos
ALGORITMIA Y PROGRAMACIÓN;Dudas en ciclos
ALGORITMIA Y PROGRAMACIÓN;Dudas en ciclos
ALGORITMIA Y PROGRAMACIÓN;consulta
ESTRUCTURAS DE DATOS;Listas enlazadas
ALGORITMOS Y ANÁLISIS ESTOCÁSTICO;recuperación
CONSTRUCCIÓN DE SOFTWARE;programación web
CONSTRUCCIÓN DE SOFTWARE;programación web
PROGRAMACIÓN PARA DISPOSITIVOS ANDROID;Creación subgrupo en gitlab
ARQUITECTURA DE SOFTWARE;Definición del alcance de la aplicación Navega Seguro
ARQUITECTURA DE SOFTWARE;Definición del alcance de la aplicación y los errores a corregir
ARQUITECTURA DE SOFTWARE;Definición del alcance de la aplicación
PROGRAMACIÓN PARA DISPOSITIVOS ANDROID;Coniiti App
ARQUITECTURA DE SOFTWARE;Revisión de alcance de software
ARQUITECTURA DE SOFTWARE;Revisión general del alcance del anteproyecto 
ALGORITMIA Y PROGRAMACIÓN;condicionales 
PROGRAMACIÓN IMPERATIVA;Dudas funciones
CONSTRUCCIÓN DE SOFTWARE;programación web
CONSTRUCCIÓN DE SOFTWARE;programación web
ARQUITECTURA DE SOFTWARE;Evaluación de arquitecturas de software
INGENIERÍA WEB;AJAX
PROGRAMACIÓN IMPERATIVA;Dudas funciones
ALGORITMIA Y PROGRAMACIÓN;condicionales 
ALGORITMIA Y PROGRAMACIÓN;CICLOS ANIDADOS Y CONDICIONALES
ANÁLISIS Y DISEÑO DE ALGORITMOS;Evaluación de polinomios
ALGORITMOS Y ANÁLISIS ESTOCÁSTICO;métodos de ordenamiento y probabilidad
CONSTRUCCIÓN DE SOFTWARE;html y css
CONSTRUCCIÓN DE SOFTWARE;programación web
INGENIERÍA WEB;Mapa de endpoints
INGENIERÍA WEB;Manejo de recursos multimedia en despliegue HTML
INGENIERÍA WEB;Gestion de API
ALGORITMIA Y PROGRAMACIÓN;Consulta Taller Algoritmos
ALGORITMIA Y PROGRAMACIÓN;CONSULTA SELECT CASE
ALGORITMIA Y PROGRAMACIÓN;Ciclo FOR
ALGORITMOS Y ANÁLISIS ESTOCÁSTICO;métodos de ordenamiento y probabilidad
ALGORITMOS Y ANÁLISIS ESTOCÁSTICO;Distribución binomial y poisson
CONSTRUCCIÓN DE SOFTWARE;programación web
INGENIERÍA WEB;Migración de Modelo vista controlador a Java Sever faces
ARQUITECTURA DE SOFTWARE;Ejercicio práctico de CRM y ERP
ARQUITECTURA DE SOFTWARE;Customer relationship management
ARQUITECTURA DE SOFTWARE;Vistas arquitecturales - seguimiento materia
INGENIERÍA WEB;Diseño MVC con .NET
ALGORITMIA Y PROGRAMACIÓN;Problemas de una dimension
ALGORITMIA Y PROGRAMACIÓN;condicionales 
ESTRUCTURAS DE DATOS;Árboles 
INGENIERÍA WEB;Combinadores CSS
INGENIERÍA WEB;Modelo Vista Controlador
ARQUITECTURA DE SOFTWARE;Customer relationship management
ARQUITECTURA DE SOFTWARE;Arquitecturas SOA y ERP
ARQUITECTURA DE SOFTWARE;Vistas arquitecturales - seguimiento cierre materia
INGENIERÍA WEB;Creación de contenidos dinámicos con .NET
CONSTRUCCIÓN DE SOFTWARE;desarrollo web
CONSTRUCCIÓN DE SOFTWARE;programación web
ARQUITECTURA DE SOFTWARE;Definicion del alcance de la aplicacion del tercer corte 
ALGORITMIA Y PROGRAMACIÓN;CONSULTA SELECT CASE
ALGORITMIA Y PROGRAMACIÓN;CONSULTA CICLOS REPETITIVOS
ALGORITMIA Y PROGRAMACIÓN;CICLOS ANIDADOS Y CONDICIONALES
ALGORITMIA Y PROGRAMACIÓN;Ciclos - FOR
ESTRUCTURAS DE DATOS;Listas enlazadas
ESTRUCTURAS DE DATOS;Listas enlazadas
ESTRUCTURAS DE DATOS;Pilas y colas
DISEÑO Y PROGRAMACIÓN ORIENTADA A OBJETOS;método constructor
ESTRUCTURAS DE DATOS;Listas enlazadas
ESTRUCTURAS DE DATOS;Multilistas
ESTRUCTURAS DE DATOS;Proyecto integrador
ALGORITMOS Y ANÁLISIS ESTOCÁSTICO;métodos de ordenamiento y probabilidad
ALGORITMOS Y ANÁLISIS ESTOCÁSTICO;Distribución binomial y poisson
ALGORITMOS Y ANÁLISIS ESTOCÁSTICO;distribución bernulli y ley de los números grandes
CONSTRUCCIÓN DE SOFTWARE;programación web
CONSTRUCCIÓN DE SOFTWARE;Programación web
INGENIERÍA WEB;Manejo de repositorios remotos
INGENIERÍA WEB;Gestion de API
PROGRAMACIÓN PARA DISPOSITIVOS ANDROID;Creación subgrupo en gitlab
PROGRAMACIÓN PARA DISPOSITIVOS ANDROID;taller CONIITI aplicativo móvil
PROGRAMACIÓN PARA DISPOSITIVOS ANDROID;Validación de Criterios de aceptacion
ALGORITMIA Y PROGRAMACIÓN;Algoritmia 
ALGORITMIA Y PROGRAMACIÓN;Estructura de datos
ALGORITMIA Y PROGRAMACIÓN;Condicionales
PROGRAMACIÓN IMPERATIVA;Dudas funciones
DISEÑO Y PROGRAMACIÓN ORIENTADA A OBJETOS;métodos
ESTRUCTURAS DE DATOS;Listas enlazadas
ANÁLISIS Y DISEÑO DE ALGORITMOS;complejidad computacional
ANÁLISIS Y DISEÑO DE ALGORITMOS;Complejidad computacional
ALGORITMOS Y ANÁLISIS ESTOCÁSTICO;Definición del proyecto Integrador
CONSTRUCCIÓN DE SOFTWARE;desarrollo web
CONSTRUCCIÓN DE SOFTWARE;programación web
ARQUITECTURA DE SOFTWARE;Esquema cliente servidor
ARQUITECTURA DE SOFTWARE;Customer relationship management - validación conferencia Coniiti
ARQUITECTURA DE SOFTWARE;Vistas arquitecturales - seguimiento materia
ALGORITMIA Y PROGRAMACIÓN;condicionales
ESTRUCTURAS DE DATOS;Multilistas
INGENIERÍA WEB;Análisis de Endpoints
ARQUITECTURA DE SOFTWARE;Fundamentos de arquitectura de software - motivaciones arquitecturales
ARQUITECTURA DE SOFTWARE;Evaluación de arquitecturas de software - seguimiento estudiante repitente
ARQUITECTURA DE SOFTWARE;Vistas arquitecturales - seguimiento estudiante
ARQUITECTURA DE SOFTWARE;Vistas arquitecturales
INGENIERÍA WEB;Creación de contenidos dinámicos con .NET
ALGORITMIA Y PROGRAMACIÓN;Variables en programación
ALGORITMIA Y PROGRAMACIÓN;condicionales
PROGRAMACIÓN IMPERATIVA;Dudas funciones
ALGORITMIA Y PROGRAMACIÓN;Ciclo mientras
ALGORITMIA Y PROGRAMACIÓN;Ciclo mientras
PROGRAMACIÓN IMPERATIVA;Arreglos y matrices en C++
PROGRAMACIÓN IMPERATIVA;Cadenas en C
ALGORITMOS Y ANÁLISIS ESTOCÁSTICO;Repaso Markov y teoría de colas
ARQUITECTURA DE SOFTWARE;Vistas de arquitectura
ESTRUCTURAS DE DATOS;listas enlazadas
ALGORITMOS Y ANÁLISIS ESTOCÁSTICO;métodos de ordenamiento
CONSTRUCCIÓN DE SOFTWARE;programación web
INGENIERÍA WEB;Push en Repo remoto
INGENIERÍA WEB;Manejo de recursos multimedia en despliegue HTML
INGENIERÍA WEB;Análisis de Endpoints
ARQUITECTURA DE SOFTWARE;Fundamentos - motivaciones arquitecturales
ARQUITECTURA DE SOFTWARE;Evaluación de arquitecturas de software - seguimiento estudiante repitente
INGENIERÍA WEB;Modelo Vista Controlador
INGENIERÍA WEB;Nuevas tendencias tecnológicas para modelos de negocio
ARQUITECTURA DE SOFTWARE;Industrias 4.0
ARQUITECTURA DE SOFTWARE;Vistas arquitecturales - sugerencias cierre de asignatura
ALGORITMIA Y PROGRAMACIÓN;Dudas en ciclos
ALGORITMIA Y PROGRAMACIÓN;Ciclos 
CONSTRUCCIÓN DE SOFTWARE;desarrollo web
CONSTRUCCIÓN DE SOFTWARE;programación web
ARQUITECTURA DE SOFTWARE;Definición del alcance de arquitectura de software como asignatura y su importancia
ARQUITECTURA DE SOFTWARE;Alcance del entregable del tercer corte para la apliacacion Web
PROGRAMACIÓN PARA DISPOSITIVOS ANDROID;Api´s
CONSTRUCCIÓN DE SOFTWARE;desarrollo web
CONSTRUCCIÓN DE SOFTWARE;programación web
ARQUITECTURA DE SOFTWARE;Definición de arquitectura 
ALGORITMIA Y PROGRAMACIÓN;condicionales
ALGORITMIA Y PROGRAMACIÓN;Orientación con respecto al rendimiento académico bajo en la asignatura de Algoritmia
PROGRAMACIÓN IMPERATIVA;Dudas funciones
ALGORITMIA Y PROGRAMACIÓN;Conceptos de Algoritmia 
DISEÑO Y PROGRAMACIÓN ORIENTADA A OBJETOS;GUI
ANÁLISIS Y DISEÑO DE ALGORITMOS;Complejidad computacional
ALGORITMOS Y ANÁLISIS ESTOCÁSTICO;Formulación de un problema de procesamiento de imágenes
PROGRAMACIÓN PARA DISPOSITIVOS ANDROID;Android studio
ALGORITMIA Y PROGRAMACIÓN;Problemas de dos dimensiones
PROGRAMACIÓN IMPERATIVA;Dudas funciones
PROGRAMACIÓN IMPERATIVA;Dudas funciones
ALGORITMOS Y ANÁLISIS ESTOCÁSTICO;Distribución Normal
ALGORITMOS Y ANÁLISIS ESTOCÁSTICO;Cadenas de Markov
SISTEMAS DISTRIBUIDOS COMPUTACIONALES;Presentación Artículo Académico
SISTEMAS DISTRIBUIDOS COMPUTACIONALES;Pruebas en sistemas distribuidos
INGENIERÍA DE SOFTWARE;Revisión de redacción de premisas y conclusiones en la estructuración de un artículo de investigación en Ingeniería de Software
ALGORITMOS Y ANÁLISIS ESTOCÁSTICO;Teoría de colas
INGENIERÍA DE SOFTWARE;Integración de dispositivos IoT en señales EEG para el desarrollo de aplicaciones web
SISTEMAS DISTRIBUIDOS COMPUTACIONALES;Sockets
PROGRAMACIÓN IMPERATIVA;Dudas funciones
INGENIERÍA DE SOFTWARE;Asesoría de Proyecto
ANÁLISIS Y DISEÑO DE ALGORITMOS;Programa Java recurrencias java
ANÁLISIS Y DISEÑO DE ALGORITMOS;Problema de la mochila
ANÁLISIS Y DISEÑO DE ALGORITMOS;Ejercicion problema de la mochila
PROGRAMACIÓN IMPERATIVA;Dudas funciones
ESTRUCTURAS DE DATOS;Listas enlazadas
INGENIERÍA WEB;Se hace resolución de dudas para API
PROGRAMACIÓN PARA DISPOSITIVOS ANDROID;Creación subgrupo gitlab
PROGRAMACIÓN PARA DISPOSITIVOS ANDROID;Validación prototipo
PROGRAMACIÓN PARA DISPOSITIVOS ANDROID;Validación de aplicación móvil Android 
PROGRAMACIÓN PARA DISPOSITIVOS ANDROID;Requerimientos aplicación Android
ALGORITMIA Y PROGRAMACIÓN;CICLOS ANIDADOS Y CONDICIONALES
ALGORITMIA Y PROGRAMACIÓN;CONDICIONALES
PROGRAMACIÓN IMPERATIVA;Dudas funciones
ESTRUCTURAS DE DATOS;Listas enlazadas
ALGORITMOS Y ANÁLISIS ESTOCÁSTICO;métodos de ordenamiento y probabilidad
CONSTRUCCIÓN DE SOFTWARE;programación web 
PROGRAMACIÓN PARA DISPOSITIVOS ANDROID;Creación subgrupo gitlab
PROGRAMACIÓN PARA DISPOSITIVOS ANDROID;Revisión proyecto aplicación movíl
PROGRAMACIÓN PARA DISPOSITIVOS ANDROID;Requerimientos aplicación Android
ARQUITECTURA DE SOFTWARE;Definición de arquitectura de la aplicación
PROGRAMACIÓN IMPERATIVA;Dudas ciclos
PROGRAMACIÓN IMPERATIVA;Dudas funciones
ANÁLISIS Y DISEÑO DE ALGORITMOS;algoritmo de ruta minima
ALGORITMOS Y ANÁLISIS ESTOCÁSTICO;Criterios de Aceptación ML Systems
PROGRAMACIÓN IMPERATIVA;Dudas Ciclos en C++
ANÁLISIS Y DISEÑO DE ALGORITMOS; vectores problema de la mochila
INGENIERÍA WEB;Gestion de API
PROGRAMACIÓN PARA DISPOSITIVOS ANDROID;Revisión App Android
PROGRAMACIÓN PARA DISPOSITIVOS ANDROID;Validación requerimientos LazyColumn
PROGRAMACIÓN IMPERATIVA;Dudas ciclos
ALGORITMIA Y PROGRAMACIÓN;ciclo mientras
ALGORITMIA Y PROGRAMACIÓN;Ciclo mientras
DISEÑO Y PROGRAMACIÓN ORIENTADA A OBJETOS;Dudas temas Objetos
INGENIERÍA DE SOFTWARE;Tutoría estudio financiero
ALGORITMIA Y PROGRAMACIÓN;problema PSint
ALGORITMIA Y PROGRAMACIÓN;Algoritmo en PSint
ALGORITMIA Y PROGRAMACIÓN;Condicionales 
ESTRUCTURAS DE DATOS;Multilistas
ESTRUCTURAS DE DATOS;Multilistas
ALGORITMOS Y ANÁLISIS ESTOCÁSTICO;métodos de ordenamiento y probabilidad
CONSTRUCCIÓN DE SOFTWARE;programación web
CONSTRUCCIÓN DE SOFTWARE;Programación web - CSS
PROGRAMACIÓN PARA DISPOSITIVOS ANDROID;Creación Subgrupo Gitlab
ARQUITECTURA DE SOFTWARE;Vistas arquitecturales - Seguimiento asignatura
ALGORITMIA Y PROGRAMACIÓN;Dudas en PSeInt
ALGORITMIA Y PROGRAMACIÓN;Dudas en PSeInt
ALGORITMIA Y PROGRAMACIÓN;Problemas de dos diemsnione y Proyecto integrador
ESTRUCTURAS DE DATOS;Litas enlazadas
ALGORITMOS Y ANÁLISIS ESTOCÁSTICO;métodos de ordenamiento y probabilidad
CONSTRUCCIÓN DE SOFTWARE;html y css
CONSTRUCCIÓN DE SOFTWARE;Programación web - CSS
ARQUITECTURA DE SOFTWARE;Definición del alcance de la aplicación Navega Seguro
ARQUITECTURA DE SOFTWARE;Definición del alcance de la aplicación y los errores a corregir
ARQUITECTURA DE SOFTWARE;Definición del alcance de la aplicación
PROGRAMACIÓN PARA DISPOSITIVOS ANDROID;aplicaciones móviles
ARQUITECTURA DE SOFTWARE;Revisión de alcance de software
ARQUITECTURA DE SOFTWARE;Revisión general del alcance del anteproyecto 
ESTRUCTURAS DE DATOS;Listas enlazadas
ESTRUCTURAS DE DATOS;Listas enlazadas
ANÁLISIS Y DISEÑO DE ALGORITMOS;complejidad computacional
ANÁLISIS Y DISEÑO DE ALGORITMOS;Multiplicidad de ecuaciones de recurrencia
ALGORITMOS Y ANÁLISIS ESTOCÁSTICO;Estructura de los objetivos general y especifico de un proyecto
PROGRAMACIÓN PARA DISPOSITIVOS ANDROID;Creación subgrupo en gitlab
ARQUITECTURA DE SOFTWARE;Definición del avance y evolución de la arquitectura de la herramienta
ARQUITECTURA DE SOFTWARE;Definir el alcance de la arquitectura de navega seguro. Estados del arte
ARQUITECTURA DE SOFTWARE;Metodologia de proyecto y alcance
PROGRAMACIÓN PARA DISPOSITIVOS ANDROID;Aplicaciones móviles
SISTEMAS DISTRIBUIDOS COMPUTACIONALES;Metodología RMI
ANÁLISIS Y DISEÑO DE ALGORITMOS;algoritmo de Euler
ANÁLISIS Y DISEÑO DE ALGORITMOS;ecuaciones de recurrencia
INGENIERÍA DE SOFTWARE;Se valido las razones por las cuales el estudiante se encuentra repitiendo la asignatura y cuál es el plan de trabajo para que esto no ocurra 
INGENIERÍA DE SOFTWARE;Revisión de FronEnd Básico de acuerdo a diseño previo en Figma
ARQUITECTURA DE SOFTWARE;Definición de vistas y mockups
PROGRAMACIÓN IMPERATIVA;Cadenas en C
ESTRUCTURAS DE DATOS;Cola de prioridades
ESTRUCTURAS DE DATOS;Árboles
ANÁLISIS Y DISEÑO DE ALGORITMOS;Rango y Operaciones con for
ANÁLISIS Y DISEÑO DE ALGORITMOS;MAtrices y arreglos pixeles
ANÁLISIS Y DISEÑO DE ALGORITMOS;complejidad computacional
ANÁLISIS Y DISEÑO DE ALGORITMOS;complejidad computacional
ALGORITMOS Y ANÁLISIS ESTOCÁSTICO;Formulación de un problema de machine learning para residuos solidos
ALGORITMOS Y ANÁLISIS ESTOCÁSTICO;Redacción de objetivo general y específicos del proyecto de clasificación de basura con Tensorflow
ALGORITMOS Y ANÁLISIS ESTOCÁSTICO;Como etiquetar de imágenes de tipos de basura en label.img 
ARQUITECTURA DE SOFTWARE;Atributos de calidad de software en el Proyecto integrador
ARQUITECTURA DE SOFTWARE;Práctica empresarial
ARQUITECTURA DE SOFTWARE;Vista arquitectural - consulta práctica empresarial
PROGRAMACIÓN PARA DISPOSITIVOS ANDROID;Consumo de apis para aplicacion
ESTRUCTURAS DE DATOS;Listas doblemente enlazadas 
ESTRUCTURAS DE DATOS;Colas
ESTRUCTURAS DE DATOS;Árboles
ESTRUCTURAS DE DATOS;Grafor
ANÁLISIS Y DISEÑO DE ALGORITMOS;algoritmos con python
ANÁLISIS Y DISEÑO DE ALGORITMOS;Complejidad computacional
CONSTRUCCIÓN DE SOFTWARE;Validación de tipos abstractos de datos en javascript para proyecto integrador.
ARQUITECTURA DE SOFTWARE;Patrones de diseño
PROGRAMACIÓN IMPERATIVA;Cadenas en C
ARQUITECTURA DE SOFTWARE;Validación de proyecto y alcance de Navega Seguro
ARQUITECTURA DE SOFTWARE;Definición y alcande de la aplicación a desarrollar
ARQUITECTURA DE SOFTWARE;Definición del alcance de la metodología de desarrollo
ARQUITECTURA DE SOFTWARE;Definición del alcance del entregable del software
ARQUITECTURA DE SOFTWARE;Definición de los objetivos y alcance del SW
ARQUITECTURA DE SOFTWARE;Revisión de alcance de software
ARQUITECTURA DE SOFTWARE;Revisión general del alcance del anteproyecto 
ALGORITMOS Y ANÁLISIS ESTOCÁSTICO;distribución binomial
ALGORITMOS Y ANÁLISIS ESTOCÁSTICO;Teoría de colas
ALGORITMOS Y ANÁLISIS ESTOCÁSTICO;teoria de colas
DISEÑO Y PROGRAMACIÓN ORIENTADA A OBJETOS;Arraylist
ESTRUCTURAS DE DATOS;Cola de prioridades
ESTRUCTURAS DE DATOS;Cola de prioridades
ESTRUCTURAS DE DATOS;Árboles
ANÁLISIS Y DISEÑO DE ALGORITMOS;Range y comando for
ANÁLISIS Y DISEÑO DE ALGORITMOS;Matrices e imagenes
ANÁLISIS Y DISEÑO DE ALGORITMOS;Complejidad computacional
ANÁLISIS Y DISEÑO DE ALGORITMOS;complejidad computacional
